date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
2007-06-01,CHE,CHF,Switzerland,6.3,1.2112,5.20145310435931,0.73382,0.24828,0.29804,1.2722,2.59595,35358.8057142857,3.42517722560865,0.88846,0.16775,0.31003,1.45001,1.68609
2007-06-01,CHL,CLP,Chile,1565,526.75,2.97104888467015,-0.00965,-0.28699,-0.25857,0.29787,1.05399,9565.67835335463,2.6994722519633,0.36866,-0.15367,-0.05056,0.77565,0.94675
2007-06-01,CHN,CNY,China,11,7.6047,1.44647389114626,-0.51784,-0.65286,-0.63903,-0.36812,0,4556.19190909091,2.55852737245568,-0.29695,-0.56526,-0.51229,-0.08789,0
2007-06-01,COL,COP,Colombia,6900,1956,3.52760736196319,0.17587,-0.15342,-0.11967,0.541,1.43876,3934.41515,2.54103331366028,0.72638,0.06752,0.19759,1.23974,1.45555
2007-06-01,CRI,CRC,Costa Rica,1130,518.625,2.17883827428296,-0.27372,-0.47711,-0.45626,-0.0482,0.50631,,,,,,,
2007-06-01,CZE,CZK,Czech Republic,52.9,21.11675,2.50512034285579,-0.16496,-0.3988,-0.37484,0.09433,0.73188,19586.0018336484,2.98140001068088,0.0449,-0.35388,-0.27515,0.35561,0.48624
2007-06-01,DNK,DKK,Denmark,27.75,5.4603,5.08213834404703,0.69405,0.21965,0.26826,1.22008,2.51347,33508.4882162162,3.37311744269121,0.87362,0.15857,0.29973,1.43076,1.66498
2007-06-01,EGY,EGP,Egypt,9.54,5.69025,1.67655199683669,-0.44115,-0.59765,-0.58161,-0.26762,0.15906,2828.86698113208,2.50992805862373,-0.16934,-0.48636,-0.42377,0.07766,0.1815
2007-06-01,EUZ,EUR,Euro area,3.057482443,0.733756466,4.1668899487422,0.38896,0,0.03986,0.82026,1.88072,27504.6986464423,3.20419725358283,0.61718,0,0.12184,1.09807,1.30024
2007-06-01,GBR,GBP,Britain,1.99,0.496610632,4.00716350349906,0.33572,-0.03833,0,0.75049,1.7703,36483.0211055276,3.45680769404532,0.44154,-0.10861,0,0.8702,1.05041
2007-06-01,HKG,HKD,Hong Kong,12,7.81555,1.53540057961372,-0.4882,-0.63152,-0.61684,-0.32928,0.06148,54435.352,3.96190719734865,-0.51807,-0.70199,-0.66569,-0.37476,-0.31452
2007-06-01,HUN,HUF,Hungary,600,180.2106,3.32943789100086,0.10981,-0.20098,-0.16913,0.45443,1.30176,12079.690385,2.77020547518356,0.4946,-0.0758,0.03681,0.93904,1.12588
2007-06-01,IDN,IDR,Indonesia,15900,9015,1.76372712146423,-0.41209,-0.57673,-0.55986,-0.22953,0.21933,3051.59728849057,2.51619470824593,-0.12833,-0.46099,-0.39532,0.13087,0.23984
2007-06-01,JPN,JPY,Japan,280,122.315,2.2891714017087,-0.23694,-0.45063,-0.42873,0,0.58259,44885.5949035714,3.69321910361712,-0.2292,-0.52337,-0.4653,0,0.09636
2007-06-01,KOR,KRW,South Korea,2900,922.5,3.14363143631436,0.04788,-0.24557,-0.2155,0.37326,1.17331,21476.3438358621,3.03458590681906,0.28824,-0.2034,-0.10634,0.67132,0.83236
2007-06-01,LKA,LKR,Sri Lanka,210,111.4,1.8850987432675,-0.37163,-0.5476,-0.52957,-0.17651,0.30324,,,,,,,
2007-06-01,MEX,MXN,Mexico,29,10.76755,2.693277486522,-0.10224,-0.35365,-0.32788,0.17653,0.86196,10662.7419310345,2.73033878798225,0.22668,-0.24147,-0.14905,0.59144,0.74479
2007-06-01,MYS,MYR,Malaysia,5.5,3.4345,1.60139758334547,-0.4662,-0.61569,-0.60037,-0.30045,0.1071,12707.5876363636,2.787871737668,-0.28568,-0.55829,-0.50448,-0.07327,0.01603
2007-06-01,NOR,NOK,Norway,40,5.8139,6.88006329658233,1.29335,0.65113,0.71694,2.00548,3.75644,35717.03925,3.4352563391243,1.49057,0.54007,0.72771,2.23117,2.54252
2007-06-01,NZL,NZD,New Zealand,4.6,1.2797,3.59459248261311,0.1982,-0.13734,-0.10296,0.57026,1.48507,26327.8617391304,3.17108624750532,0.40964,-0.12834,-0.02213,0.82881,1.00503
2007-06-01,PAK,PKR,Pakistan,140,60.37,2.31903263210204,-0.22699,-0.44346,-0.42128,0.01304,0.60323,1324.04151428571,2.46758889941759,0.16869,-0.27733,-0.18928,0.51622,0.66232
2007-06-01,PER,PEN,Peru,9.5,3.167,2.99968424376381,-0.00011,-0.28011,-0.25142,0.31038,1.07379,3236.61884210526,2.52140039966174,0.47945,-0.08517,0.02629,0.91938,1.10433
2007-06-01,PHL,PHP,Philippines,85,45.8975,1.85195272073642,-0.38268,-0.55556,-0.53784,-0.19099,0.28032,2663.79984705882,2.50528379666565,-0.08074,-0.43157,-0.36231,0.19261,0.30753
2007-06-01,POL,PLN,Poland,6.9,2.75185,2.50740410996239,-0.1642,-0.39826,-0.37427,0.09533,0.73346,12185.6934782609,2.77318793523676,0.12437,-0.30473,-0.22002,0.45872,0.59928
2007-06-01,RUS,RUB,Russia,52,25.64825,2.0274287719435,-0.32419,-0.51344,-0.49405,-0.11434,0.40164,11631.4467692308,2.75759387454993,-0.08572,-0.43464,-0.36576,0.18616,0.30045
2007-06-01,SAU,SAR,Saudi Arabia,9,3.75045,2.39971203455585,-0.2001,-0.4241,-0.40114,0.04829,0.65901,22284.1983333333,3.05731537341661,-0.02392,-0.39643,-0.32289,0.26633,0.38835
2007-06-01,SGP,SGD,Singapore,3.95,1.52375,2.59228876127974,-0.1359,-0.37788,-0.35309,0.13241,0.79214,40751.2473417722,3.57689677688287,-0.09875,-0.44271,-0.37481,0.16924,0.28191
2007-06-01,SWE,SEK,Sweden,33,6.79165,4.85890762922118,0.61964,0.16608,0.21256,1.12256,2.35914,31140.1291818182,3.30648225314673,0.82742,0.13,0.26768,1.37082,1.59927
2007-06-01,THA,THB,Thailand,62,34.455,1.79944855608765,-0.40018,-0.56816,-0.55094,-0.21393,0.24402,6176.37266129032,2.60411212119989,-0.1407,-0.46864,-0.4039,0.11482,0.22225
2007-06-01,TUR,TRY,Turkey,4.75,1.2981,3.6591942069178,0.21973,-0.12184,-0.08684,0.59848,1.52973,7207.56757894737,2.63312540330678,0.72814,0.06861,0.19881,1.24203,1.45807
2007-06-01,TWN,TWD,Taiwan,75,32.7705,2.28864374971392,-0.23712,-0.45075,-0.42886,-0.00023,0.58222,21983.38412,3.0488517866749,-0.06651,-0.42277,-0.35244,0.21107,0.32777
2007-06-01,UKR,UAH,Ukraine,9.25,5.0275,1.83988065638986,-0.38671,-0.55845,-0.54085,-0.19627,0.27198,,,,,,,
2007-06-01,URY,UYU,Uruguay,62,23.945,2.5892670703696,-0.13691,-0.37861,-0.35384,0.13109,0.79005,,,,,,,
2007-06-01,USA,USD,United States,3,1,3,0,-0.28004,-0.25134,0.31052,1.07401,46216.853,3.73067484166179,0,-0.38164,-0.3063,0.29736,0.42237
2007-06-01,VEN,VEF,Venezuela,7400,2147.3,3.44618823638989,0.14873,-0.17296,-0.13999,0.50543,1.38248,,,,,,,
2007-06-01,ZAF,ZAR,South Africa,15.5,6.971,2.22349734614833,-0.25883,-0.46639,-0.44512,-0.02869,0.53718,8220.36909677419,2.66162117617362,0.03886,-0.35761,-0.27934,0.34777,0.47764
2008-06-01,ARE,AED,UAE,10,3.67285,2.72268129654083,-0.15181,-0.49039,-0.40429,0.03904,0.48854,,,,,,,
2008-06-01,AUS,AUD,Australia,3.45,1.026,3.36257309941521,0.04753,-0.37062,-0.26429,0.28324,0.83839,50158.0531826087,4.32655175383576,0.03244,-0.46168,-0.33533,0.26851,0.30157
2008-06-01,BRA,BRL,Brazil,7.5,1.5846,4.73305566073457,0.47447,-0.11411,0.03557,0.80625,1.58766,6310.566392,3.0928230098342,1.03293,0.05999,0.30877,1.49775,1.56286
2008-06-01,CAN,CAD,Canada,4.09,1.00355,4.07553186189029,0.26964,-0.23718,-0.1083,0.55532,1.22817,37694.4868899755,3.97586666072151,0.36172,-0.28999,-0.12334,0.67307,0.71669
2008-06-01,CHE,CHF,Switzerland,6.5,1.02215,6.35914493958812,0.98104,0.19025,0.39135,1.42681,2.47667,38749.2448661538,4.00554419365265,1.10899,0.09964,0.35774,1.59119,1.65874
2008-06-01,CHL,CLP,Chile,1550,494.65,3.13352875770747,-0.02382,-0.41349,-0.3144,0.19583,0.71316,11303.9187559161,3.23332005518849,0.28742,-0.32873,-0.17117,0.58179,0.62302
2008-06-01,CHN,CNY,China,12.5,6.834,1.82908984489318,-0.43019,-0.65765,-0.59981,-0.30197,0,5257.3051296,3.06318758966585,-0.20677,-0.5864,-0.48933,-0.0254,0
2008-06-01,COL,COP,Colombia,7000,1798.65,3.89180774469741,0.2124,-0.27157,-0.14849,0.48521,1.12773,4606.36141246714,3.04487210494059,0.69793,-0.11469,0.0931,1.08615,1.14053
2008-06-01,CRI,CRC,Costa Rica,1800,551.02,3.26666908642155,0.01765,-0.38857,-0.28527,0.24664,0.78595,,,,,,,
2008-06-01,CZE,CZK,Czech Republic,66.08,14.49795,4.55788577005715,0.4199,-0.1469,-0.00276,0.7394,1.49189,18283.8047528753,3.4297118353018,0.7654,-0.07951,0.13654,1.16905,1.22559
2008-06-01,DNK,DKK,Denmark,28,4.7044,5.95187484057478,0.85417,0.11402,0.30224,1.27138,2.25401,36596.8789114286,3.94498346508374,1.00422,0.04502,0.29029,1.46247,1.52666
2008-06-01,EGY,EGP,Egypt,13,5.3125,2.44705882352941,-0.23768,-0.54198,-0.4646,-0.06614,0.33786,2627.37932076923,2.98918984652402,0.08749,-0.43297,-0.29989,0.33615,0.37097
2008-06-01,EUZ,EUR,Euro area,3.36856,0.630497147,5.34270458800347,0.66439,0,0.16895,1.03891,1.92096,27912.3318915781,3.70062794846796,0.91788,0,0.23471,1.3564,1.41782
2008-06-01,GBR,GBP,Britain,2.29,0.501039657,4.57049650263512,0.42383,-0.14454,0,0.74422,1.49878,35310.2607248908,3.90878212367352,0.55331,-0.19009,0,0.90847,0.95822
2008-06-01,HKG,HKD,Hong Kong,13.3,7.7974,1.70569677071844,-0.46863,-0.68074,-0.6268,-0.34906,-0.06746,57421.8185458647,4.53093099593752,-0.49991,-0.73925,-0.67805,-0.38556,-0.36955
2008-06-01,HUN,HUF,Hungary,670,144.2578,4.64446289905988,0.44687,-0.13069,0.01618,0.77244,1.53922,12252.194113791,3.26000150609639,0.89258,-0.01319,0.21842,1.32531,1.38592
2008-06-01,IDN,IDR,Indonesia,18700,9152,2.04326923076923,-0.36347,-0.61756,-0.55294,-0.22024,0.1171,3238.67565885882,3.00638978017143,-0.09715,-0.52925,-0.41876,0.10929,0.1382
2008-06-01,JPN,JPY,Japan,280,106.855,2.62037340320996,-0.18368,-0.50954,-0.42668,0,0.43261,48392.3332981072,4.27687001527301,-0.1861,-0.57562,-0.47602,0,0.02607
2008-06-01,KOR,KRW,South Korea,3200,1018.05,3.1432640832965,-0.02079,-0.41167,-0.31227,0.19955,0.71849,22452.4179582844,3.54700334527356,0.17721,-0.38619,-0.24213,0.44638,0.48408
2008-06-01,LKA,LKR,Sri Lanka,210,107.55,1.95258019525802,-0.39172,-0.63453,-0.57279,-0.25485,0.06751,,,,,,,
2008-06-01,MEX,MXN,Mexico,32,10.1685,3.14697349658258,-0.01963,-0.41098,-0.31146,0.20096,0.72051,11032.0855678125,3.22567153432026,0.29601,-0.32425,-0.16564,0.59234,0.63385
2008-06-01,MYS,MYR,Malaysia,5.5,3.238,1.69857936998147,-0.47085,-0.68207,-0.62836,-0.35178,-0.07135,15008.9304654545,3.33756729436888,-0.32393,-0.64749,-0.56475,-0.16935,-0.1477
2008-06-01,NOR,NOK,Norway,40,5.07915,7.87533347115167,1.45337,0.47403,0.72308,2.00542,3.3056,40114.190325,4.04394941524755,1.58702,0.34889,0.66549,2.17853,2.26138
2008-06-01,NZL,NZD,New Zealand,4.9,1.3177,3.7186005919405,0.15844,-0.30399,-0.18639,0.41911,1.03303,28401.6541836735,3.71439592061473,0.32993,-0.30657,-0.14381,0.63401,0.6766
2008-06-01,PAK,PKR,Pakistan,140,70.9,1.97461212976023,-0.38486,-0.63041,-0.56797,-0.24644,0.07956,1593.345774,2.96009543308584,-0.11384,-0.53795,-0.4295,0.08878,0.11716
2008-06-01,PER,PEN,Peru,9.5,2.84,3.34507042253521,0.04208,-0.3739,-0.26812,0.27656,0.82882,3841.21271052632,3.02334325537328,0.46979,-0.23364,-0.05377,0.80585,0.85292
2008-06-01,PHL,PHP,Philippines,87,44.485,1.95571540968866,-0.39074,-0.63395,-0.5721,-0.25365,0.06923,3004.75558862069,2.99980801379038,-0.13394,-0.54843,-0.44244,0.06408,0.09182
2008-06-01,POL,PLN,Poland,7,2.03145,3.44581456595043,0.07346,-0.35504,-0.24607,0.31501,0.8839,14283.2902885714,3.31715008897013,0.37995,-0.28048,-0.11161,0.69547,0.73966
2008-06-01,RUS,RUB,Russia,59,23.2336,2.53942565938985,-0.2089,-0.52469,-0.44439,-0.03089,0.38835,13571.9436559322,3.29713505842056,0.02314,-0.46653,-0.34132,0.25708,0.28984
2008-06-01,SAU,SAR,Saudi Arabia,10,3.74955,2.66698670507128,-0.16916,-0.50082,-0.41648,0.01779,0.45809,23107.224483,3.56542751711172,-0.00632,-0.48189,-0.36028,0.22088,0.2527
2008-06-01,SGP,SGD,Singapore,3.95,1.35275,2.91997782295324,-0.09035,-0.45346,-0.36112,0.11434,0.59641,48295.7754455696,4.2741531845752,-0.09246,-0.5268,-0.41574,0.11504,0.14411
2008-06-01,SWE,SEK,Sweden,38,5.96085,6.37492974995177,0.98596,0.1932,0.3948,1.43283,2.4853,30543.2151292105,3.77465263060948,1.24354,0.1698,0.44436,1.75652,1.82837
2008-06-01,THA,THB,Thailand,62,33.36,1.85851318944844,-0.42102,-0.65214,-0.59337,-0.29074,0.01609,7100.38543887097,3.1150460044003,-0.20743,-0.58675,-0.48975,-0.02621,-0.00083
2008-06-01,TUR,TRY,Turkey,5.15,1.19275,4.31775309159505,0.34509,-0.19184,-0.0553,0.64776,1.3606,7838.85303495146,3.13582413255503,0.82912,-0.04628,0.17756,1.24734,1.30592
2008-06-01,TWN,TWD,Taiwan,75,30.3625,2.47015232606011,-0.23048,-0.53766,-0.45954,-0.05733,0.35048,24913.6108736,3.61625348174451,-0.09259,-0.52687,-0.41583,0.11488,0.14394
2008-06-01,UKR,UAH,Ukraine,11,4.6,2.39130434782609,-0.25505,-0.55242,-0.4768,-0.08742,0.30737,,,,,,,
2008-06-01,URY,UYU,Uruguay,61,19.15,3.18537859007833,-0.00767,-0.40379,-0.30306,0.21562,0.74151,,,,,,,
2008-06-01,USA,USD,United States,3.21,1,3.21,0,-0.39918,-0.29767,0.22502,0.75497,47943.353,4.26423713845819,0,-0.47859,-0.35621,0.22865,0.26067
2008-06-01,ZAF,ZAR,South Africa,16.95,7.56325,2.24110005619277,-0.30184,-0.58053,-0.50966,-0.14474,0.22525,9053.14860707965,3.16999054574543,-0.06084,-0.51031,-0.39538,0.15389,0.18397
2009-07-01,ARE,AED,UAE,10,3.673,2.72257010618023,-0.20625,-0.41033,-0.26183,-0.21245,0.4882,,,,,,,
2009-07-01,AUS,AUD,Australia,4.34,1.2869,3.37244541145388,-0.01678,-0.26958,-0.08563,-0.02447,0.84343,45469.0355,3.845136618872,0.00645,-0.35352,-0.13501,-0.03339,0.27905
2009-07-01,BRA,BRL,Brazil,8.03,1.9971,4.0208302037955,0.17225,-0.12915,0.09017,0.16309,1.19785,7125.54564508095,2.68466666495061,0.71864,0.10395,0.47708,0.6506,1.18414
2009-07-01,CAN,CAD,Canada,3.89,1.16085,3.35099280699487,-0.02303,-0.27422,-0.09145,-0.03067,0.83171,44009.5020385604,3.80096367751606,0.01167,-0.35016,-0.13052,-0.02838,0.28568
2009-07-01,CHE,CHF,Switzerland,6.5,1.08605,5.98499148289674,0.7449,0.29626,0.62271,0.73125,2.27149,42672.3983430769,3.76049608654411,0.82632,0.17312,0.56963,0.75402,1.32099
2009-07-01,CHL,CLP,Chile,1750,548.55,3.19022878497858,-0.0699,-0.30904,-0.13503,-0.07718,0.74383,11018.2219182,2.80247894214264,0.30629,-0.16092,0.12269,0.25457,0.6601
2009-07-01,CHN,CNY,China,12.5,6.8327,1.82943785033735,-0.46664,-0.60377,-0.50399,-0.47081,0,6572.019944,2.66791414849324,-0.21313,-0.49456,-0.32372,-0.24428,0
2009-07-01,COL,COP,Colombia,7000,2095.6,3.34033212445123,-0.02614,-0.27653,-0.09434,-0.03376,0.82588,5413.6379185,2.6328555885958,0.45587,-0.06484,0.25124,0.39823,0.85019
2009-07-01,CRI,CRC,Costa Rica,2000,582.57,3.43306383782206,0.00089,-0.25645,-0.0692,-0.00693,0.87657,,,,,,,
2009-07-01,CZE,CZK,Czech Republic,67.92,18.66155,3.63956906044782,0.0611,-0.21172,-0.01321,0.0528,0.98945,19738.8070441696,3.06640841381026,0.362,-0.12513,0.17058,0.30809,0.73091
2009-07-01,DNK,DKK,Denmark,29.5,5.3375,5.52693208430913,0.61135,0.19705,0.49851,0.59875,2.02111,38251.8350840678,3.62670725144071,0.74876,0.1233,0.50297,0.67953,1.22242
2009-07-01,EGY,EGP,Egypt,13,5.58475,2.32776758135995,-0.32135,-0.49584,-0.36887,-0.32666,0.2724,3303.67837692308,2.56899743011168,0.03976,-0.33212,-0.10637,-0.0014,0.32139
2009-07-01,EUZ,EUR,Euro area,3.31,0.716897269,4.6171189975617,0.3461,0,0.25184,0.33557,1.52379,30869.1443829904,3.40326930225789,0.5568,0,0.33799,0.49517,0.97847
2009-07-01,GBR,GBP,Britain,2.29,0.620886626,3.68827400060635,0.0753,-0.20117,0,0.06689,1.01607,38608.3166550218,3.63749620554437,0.16353,-0.25261,0,0.11747,0.47868
2009-07-01,HKG,HKD,Hong Kong,13.3,7.7505,1.71601832139862,-0.4997,-0.62834,-0.53474,-0.50361,-0.062,63233.5571368421,4.3827818275722,-0.55071,-0.7114,-0.61385,-0.56849,-0.42901
2009-07-01,HUN,HUF,Hungary,720,199.1577,3.61522552228711,0.054,-0.217,-0.01981,0.04576,0.97614,12923.4151755139,2.86013982642552,0.45046,-0.06831,0.2466,0.39304,0.84333
2009-07-01,IDN,IDR,Indonesia,20900,10200,2.04901960784314,-0.40262,-0.55621,-0.44445,-0.40729,0.12003,3846.90182895455,2.58543814786411,-0.09057,-0.41583,-0.21839,-0.12657,0.15576
2009-07-01,ISR,ILS,Israel,15,3.97425,3.77429703717683,0.10038,-0.18254,0.02332,0.09177,1.06309,24765.9907506667,3.21855668373318,0.34565,-0.13563,0.15652,0.29238,0.71013
2009-07-01,JPN,JPY,Japan,320,92.565,3.45703019499811,0.00788,-0.25126,-0.0627,0,0.88967,44306.5860564688,3.80995495811877,0.04122,-0.33118,-0.10512,0,0.32324
2009-07-01,KOR,KRW,South Korea,3400,1314.5,2.58653480410803,-0.24591,-0.43979,-0.29871,-0.2518,0.41384,23736.7810670324,3.18740753902408,-0.06881,-0.40186,-0.19969,-0.10567,0.18341
2009-07-01,LKA,LKR,Sri Lanka,210,114.86,1.82831272853909,-0.46696,-0.60401,-0.50429,-0.47113,-0.00062,,,,,,,
2009-07-01,MEX,MXN,Mexico,33,13.8104,2.38950356253258,-0.30335,-0.48247,-0.35214,-0.3088,0.30614,12075.4223693939,2.83447523052235,-0.03263,-0.37862,-0.16859,-0.07092,0.22939
2009-07-01,MYS,MYR,Malaysia,6.77,3.602,1.87951138256524,-0.45204,-0.59293,-0.49041,-0.45632,0.02737,14804.3714475628,2.91706717567338,-0.26064,-0.52508,-0.36456,-0.28991,-0.06038
2009-07-01,NOR,NOK,Norway,40,6.50925,6.14510120213542,0.79157,0.33094,0.66612,0.77757,2.35901,46970.140112,3.89056771568948,0.81249,0.16424,0.55774,0.74074,1.3034
2009-07-01,NZL,NZD,New Zealand,4.9,1.59235,3.07721292429428,-0.10285,-0.33352,-0.16568,-0.10987,0.68205,31115.0161,3.41071063691961,0.03531,-0.33498,-0.1102,-0.00567,0.31573
2009-07-01,PAK,PKR,Pakistan,190,82.6,2.30024213075061,-0.32938,-0.5018,-0.37634,-0.33462,0.25735,1386.83171715789,2.51098385431697,0.05121,-0.32477,-0.09654,0.00959,0.33593
2009-07-01,PER,PEN,Peru,8.056,3.0274,2.66102926603686,-0.22419,-0.42366,-0.27852,-0.23026,0.45456,5337.66160129096,2.63055615696701,0.16081,-0.25436,-0.00234,0.11486,0.47522
2009-07-01,PHL,PHP,Philippines,99.39,48.385,2.0541490131239,-0.40112,-0.5551,-0.44306,-0.40581,0.12283,3087.53618985813,2.56245586295614,-0.08011,-0.40912,-0.2094,-0.11653,0.16904
2009-07-01,POL,PLN,Poland,7.6,3.15525,2.40868393946597,-0.29776,-0.47831,-0.34693,-0.30325,0.31663,15222.0552197368,2.92970842115423,-0.05656,-0.39399,-0.18916,-0.09391,0.19897
2009-07-01,RUS,RUB,Russia,67,32.7959,2.04293829411603,-0.40439,-0.55753,-0.4461,-0.40905,0.1167,15861.6493041791,2.94906580673675,-0.20507,-0.48938,-0.3168,-0.23654,0.01024
2009-07-01,SAU,SAR,Saudi Arabia,11,3.7504,2.9330204778157,-0.14489,-0.36475,-0.20477,-0.15158,0.60324,27366.2718381818,3.29725447794098,0.02075,-0.34433,-0.12271,-0.01965,0.29723
2009-07-01,SGP,SGD,Singapore,4.22,1.4645,2.88152953226357,-0.1599,-0.3759,-0.21873,-0.16647,0.57509,46009.6038483412,3.8614969796181,-0.1437,-0.44996,-0.26405,-0.1776,0.08823
2009-07-01,SWE,SEK,Sweden,39,7.90915,4.93099764197164,0.43761,0.06798,0.33694,0.42637,1.69536,32421.3511820513,3.4502470124089,0.64,0.05344,0.4095,0.57508,1.0842
2009-07-01,THA,THB,Thailand,64.49,34.165,1.88760427337919,-0.44968,-0.59117,-0.48821,-0.45398,0.03179,7759.96344254923,2.70386738963636,-0.1989,-0.48542,-0.3115,-0.23062,0.01807
2009-07-01,TUR,TRY,Turkey,5.65,1.55005,3.64504370826748,0.06269,-0.21054,-0.01172,0.05439,0.99244,8512.00516637168,2.72662801543994,0.53404,-0.01462,0.31843,0.47331,0.94954
2009-07-01,TWN,TWD,Taiwan,75,33.1755,2.2607044355021,-0.3409,-0.51036,-0.38706,-0.34606,0.23574,26036.2134582667,3.25700011422257,-0.2035,-0.48838,-0.31545,-0.23503,0.01223
2009-07-01,UKR,UAH,Ukraine,14,7.66,1.82767624020888,-0.46715,-0.60415,-0.50446,-0.47132,-0.00096,,,,,,,
2009-07-01,URY,UYU,Uruguay,61,23.17,2.63271471730686,-0.23244,-0.42979,-0.28619,-0.23845,0.43908,,,,,,,
2009-07-01,USA,USD,United States,3.43,1,3.43,0,-0.25711,-0.07003,-0.00782,0.87489,48470.553,3.93597787740373,0,-0.35766,-0.14055,-0.03959,0.27085
2009-07-01,ZAF,ZAR,South Africa,17.95,8.2805,2.16774349375038,-0.368,-0.5305,-0.41226,-0.37295,0.18492,10022.0310111421,2.77232911435219,-0.10273,-0.42365,-0.22884,-0.13825,0.1403
2010-01-01,ARE,AED,UAE,11,3.673,2.99482711679826,-0.12687,-0.38174,-0.18427,-0.14329,0.6357,,,,,,,
2010-01-01,AUS,AUD,Australia,4.35,1.09355,3.97787023912944,0.15973,-0.1788,0.0835,0.13792,1.17262,45616.9940413793,4.30436699414885,0.17459,-0.29683,0.0054,0.09842,0.45177
2010-01-01,BRA,BRL,Brazil,8.2,1.7233,4.75831253989439,0.38726,-0.01768,0.29607,0.36117,1.59888,7392.75722073171,2.88531203924426,1.09606,0.25482,0.79414,0.96014,1.5907
2010-01-01,CAN,CAD,Canada,4.12,1.0368,3.97376543209877,0.15853,-0.17964,0.08238,0.13675,1.17038,38954.4034368932,4.05702177561228,0.24491,-0.25473,0.06559,0.16418,0.5387
2010-01-01,CHE,CHF,Switzerland,6.5,1.03115,6.30364156524269,0.8378,0.30134,0.71699,0.80324,2.4429,41282.3517938462,4.14344565023917,0.93363,0.15758,0.65511,0.80824,1.38994
2010-01-01,CHL,CLP,Chile,1600,503.1,3.18028225004969,-0.0728,-0.34345,-0.13375,-0.09024,0.73699,12208.7499425938,3.0641032697091,0.31919,-0.21026,0.12917,0.23364,0.6305
2010-01-01,CHN,CNY,China,12.5,6.8272,1.83091164752754,-0.46621,-0.62202,-0.50129,-0.47624,0,7148.3878144,2.8762399518535,-0.19093,-0.51565,-0.30747,-0.24339,0
2010-01-01,COL,COP,Colombia,8200,2095.6,3.91296048864287,0.1408,-0.1922,0.06582,0.11935,1.13717,4811.08290143293,2.78946871994032,0.7829,0.06735,0.52609,0.66729,1.20365
2010-01-01,CRI,CRC,Costa Rica,2050,582.57,3.51889043376762,0.02592,-0.27355,-0.04152,0.00662,0.92193,,,,,,,
2010-01-01,CZE,CZK,Czech Republic,67.64,18.21005,3.7144324150675,0.08292,-0.23318,0.01174,0.06256,1.02873,19233.293156712,3.32488579103733,0.41991,-0.14996,0.21538,0.32783,0.75499
2010-01-01,DNK,DKK,Denmark,30.94,5.16195,5.99385890990808,0.74748,0.23739,0.63261,0.71462,2.2737,34639.9351719457,3.89684938033649,0.95495,0.17035,0.67336,0.82818,1.4163
2010-01-01,EGY,EGP,Egypt,13,5.465,2.37877401646844,-0.30648,-0.50892,-0.35207,-0.31952,0.29923,3759.88658230769,2.75044360212747,0.09924,-0.34193,-0.05909,0.02796,0.35865
2010-01-01,EUZ,EUR,Euro area,3.36,0.693649638,4.84394399698368,0.41223,0,0.3194,0.38567,1.64565,28952.3876562964,3.68570213045921,0.67041,0,0.4298,0.56209,1.0646
2010-01-01,GBR,GBP,Britain,2.29,0.623752495,3.67132800005874,0.07036,-0.24208,0,0.05023,1.00519,37259.6226812227,3.99410391959084,0.16828,-0.3006,0,0.09252,0.44398
2010-01-01,HKG,HKD,Hong Kong,14.8,7.75655,1.90806479684911,-0.44371,-0.60609,-0.48028,-0.45417,0.04214,54962.7292824324,4.65132256485835,-0.47861,-0.68787,-0.55371,-0.51242,-0.35557
2010-01-01,HUN,HUF,Hungary,720,186.6508,3.85747074215594,0.12463,-0.20365,0.0507,0.10348,1.10686,12595.1580205694,3.07844846907147,0.59263,-0.04656,0.36322,0.48935,0.96847
2010-01-01,IDN,IDR,Indonesia,20900,9320,2.24248927038627,-0.34621,-0.53705,-0.38919,-0.35851,0.22479,4210.65264098517,2.76717805812382,0.03,-0.38338,-0.11836,-0.03679,0.27307
2010-01-01,ISR,ILS,Israel,14.9,3.7325,3.9919624916276,0.16384,-0.17589,0.08733,0.14195,1.18031,25703.8295335571,3.56510109604225,0.42318,-0.14801,0.21818,0.33089,0.75903
2010-01-01,JPN,JPY,Japan,320,91.54,3.49573956740223,0.01917,-0.27833,-0.04783,0,0.90929,41592.2909712188,4.15495198135137,0.06934,-0.35983,-0.08469,0,0.32169
2010-01-01,KOR,KRW,South Korea,3400,1140.5,2.98114861902674,-0.13086,-0.38456,-0.18799,-0.14721,0.62823,24661.0548149824,3.52638862577932,0.07448,-0.35676,-0.08029,0.0048,0.32804
2010-01-01,LKA,LKR,Sri Lanka,210,114.86,1.82831272853909,-0.46696,-0.62256,-0.502,-0.47699,-0.00142,,,,,,,
2010-01-01,MEX,MXN,Mexico,32,12.81375,2.49731733489416,-0.27192,-0.48445,-0.31978,-0.28561,0.36397,12090.095084375,3.05969826967551,0.03738,-0.37896,-0.11204,-0.02989,0.28219
2010-01-01,MYS,MYR,Malaysia,7.05,3.3875,2.08118081180812,-0.39324,-0.57035,-0.43313,-0.40465,0.13669,12936.3247900709,3.09111410833541,-0.14427,-0.48771,-0.26753,-0.19976,0.05768
